downloaded,language,form,measure,age,word,proportion
2025-01-25,English (American),WS,produces,29,for,0.49
2025-01-25,English (American),WS,produces,30,for,0.52
2025-01-25,English (American),WS,produces,16,he,0
2025-01-25,English (American),WS,produces,17,he,0.01
2025-01-25,English (American),WS,produces,18,he,0.02
2025-01-25,English (American),WS,produces,19,he,0.04
2025-01-25,English (American),WS,produces,20,he,0.07
2025-01-25,English (American),WS,produces,21,he,0.11
2025-01-25,English (American),WS,produces,22,he,0.15
2025-01-25,English (American),WS,produces,23,he,0.19
2025-01-25,English (American),WS,produces,24,he,0.2
2025-01-25,English (American),WS,produces,25,he,0.26
2025-01-25,English (American),WS,produces,26,he,0.31
2025-01-25,English (American),WS,produces,27,he,0.43
2025-01-25,English (American),WS,produces,28,he,0.45
2025-01-25,English (American),WS,produces,29,he,0.59
2025-01-25,English (American),WS,produces,30,he,0.62
2025-01-25,English (American),WS,produces,16,her,0
2025-01-25,English (American),WS,produces,17,her,0.01
2025-01-25,English (American),WS,produces,18,her,0.01
2025-01-25,English (American),WS,produces,19,her,0.04
2025-01-25,English (American),WS,produces,20,her,0.04
2025-01-25,English (American),WS,produces,21,her,0.06
2025-01-25,English (American),WS,produces,22,her,0.09
2025-01-25,English (American),WS,produces,23,her,0.13
2025-01-25,English (American),WS,produces,24,her,0.15
2025-01-25,English (American),WS,produces,25,her,0.21
2025-01-25,English (American),WS,produces,26,her,0.22
2025-01-25,English (American),WS,produces,27,her,0.31
2025-01-25,English (American),WS,produces,28,her,0.34
2025-01-25,English (American),WS,produces,29,her,0.46
2025-01-25,English (American),WS,produces,30,her,0.51
2025-01-25,English (American),WS,produces,16,hers,0
2025-01-25,English (American),WS,produces,17,hers,0.01
2025-01-25,English (American),WS,produces,18,hers,0.01
2025-01-25,English (American),WS,produces,19,hers,0.02
2025-01-25,English (American),WS,produces,20,hers,0.03
2025-01-25,English (American),WS,produces,21,hers,0.04
2025-01-25,English (American),WS,produces,22,hers,0.06
2025-01-25,English (American),WS,produces,23,hers,0.09
2025-01-25,English (American),WS,produces,24,hers,0.1
2025-01-25,English (American),WS,produces,25,hers,0.14
2025-01-25,English (American),WS,produces,26,hers,0.13
2025-01-25,English (American),WS,produces,27,hers,0.22
2025-01-25,English (American),WS,produces,28,hers,0.24
2025-01-25,English (American),WS,produces,29,hers,0.31
2025-01-25,English (American),WS,produces,30,hers,0.37
2025-01-25,English (American),WS,produces,16,him,0
2025-01-25,English (American),WS,produces,17,him,0.01
2025-01-25,English (American),WS,produces,18,him,0
2025-01-25,English (American),WS,produces,19,him,0.04
2025-01-25,English (American),WS,produces,20,him,0.04
2025-01-25,English (American),WS,produces,21,him,0.06
2025-01-25,English (American),WS,produces,22,him,0.08
2025-01-25,English (American),WS,produces,23,him,0.13
2025-01-25,English (American),WS,produces,24,him,0.13
2025-01-25,English (American),WS,produces,25,him,0.18
2025-01-25,English (American),WS,produces,26,him,0.21
2025-01-25,English (American),WS,produces,27,him,0.29
2025-01-25,English (American),WS,produces,28,him,0.34
2025-01-25,English (American),WS,produces,29,him,0.42
2025-01-25,English (American),WS,produces,30,him,0.48
2025-01-25,English (American),WS,produces,16,his,0
2025-01-25,English (American),WS,produces,17,his,0.01
2025-01-25,English (American),WS,produces,18,his,0
2025-01-25,English (American),WS,produces,19,his,0.02
2025-01-25,English (American),WS,produces,20,his,0.04
2025-01-25,English (American),WS,produces,21,his,0.06
2025-01-25,English (American),WS,produces,22,his,0.06
2025-01-25,English (American),WS,produces,23,his,0.1
2025-01-25,English (American),WS,produces,24,his,0.13
2025-01-25,English (American),WS,produces,25,his,0.18
2025-01-25,English (American),WS,produces,26,his,0.18
2025-01-25,English (American),WS,produces,27,his,0.26
2025-01-25,English (American),WS,produces,28,his,0.29
2025-01-25,English (American),WS,produces,29,his,0.4
2025-01-25,English (American),WS,produces,30,his,0.47
2025-01-25,English (American),WS,produces,16,I,0.05
2025-01-25,English (American),WS,produces,17,I,0.09
2025-01-25,English (American),WS,produces,18,I,0.12
2025-01-25,English (American),WS,produces,19,I,0.23
2025-01-25,English (American),WS,produces,20,I,0.24
2025-01-25,English (American),WS,produces,21,I,0.29
2025-01-25,English (American),WS,produces,22,I,0.34
2025-01-25,English (American),WS,produces,23,I,0.44
2025-01-25,English (American),WS,produces,24,I,0.43
2025-01-25,English (American),WS,produces,25,I,0.6
2025-01-25,English (American),WS,produces,26,I,0.6
2025-01-25,English (American),WS,produces,27,I,0.62
2025-01-25,English (American),WS,produces,28,I,0.66
2025-01-25,English (American),WS,produces,29,I,0.72
2025-01-25,English (American),WS,produces,30,I,0.79
2025-01-25,English (American),WS,produces,16,if,0
2025-01-25,English (American),WS,produces,17,if,0.01
2025-01-25,English (American),WS,produces,18,if,0.01
2025-01-25,English (American),WS,produces,19,if,0.02
2025-01-25,English (American),WS,produces,20,if,0.02
2025-01-25,English (American),WS,produces,21,if,0.02
2025-01-25,English (American),WS,produces,22,if,0.04
2025-01-25,English (American),WS,produces,23,if,0.03
2025-01-25,English (American),WS,produces,24,if,0.03
2025-01-25,English (American),WS,produces,25,if,0.08
2025-01-25,English (American),WS,produces,26,if,0.09
2025-01-25,English (American),WS,produces,27,if,0.12
2025-01-25,English (American),WS,produces,28,if,0.15
2025-01-25,English (American),WS,produces,29,if,0.23
2025-01-25,English (American),WS,produces,30,if,0.29
2025-01-25,English (American),WS,produces,16,is,0.01
2025-01-25,English (American),WS,produces,17,is,0.01
2025-01-25,English (American),WS,produces,18,is,0.03
2025-01-25,English (American),WS,produces,19,is,0.06
2025-01-25,English (American),WS,produces,20,is,0.08
2025-01-25,English (American),WS,produces,21,is,0.07
2025-01-25,English (American),WS,produces,22,is,0.17
2025-01-25,English (American),WS,produces,23,is,0.19
2025-01-25,English (American),WS,produces,24,is,0.2
2025-01-25,English (American),WS,produces,25,is,0.27
2025-01-25,English (American),WS,produces,26,is,0.33
2025-01-25,English (American),WS,produces,27,is,0.41
2025-01-25,English (American),WS,produces,28,is,0.46
2025-01-25,English (American),WS,produces,29,is,0.52
2025-01-25,English (American),WS,produces,30,is,0.61
2025-01-25,English (American),WS,produces,16,into,0
2025-01-25,English (American),WS,produces,17,into,0.01
2025-01-25,English (American),WS,produces,18,into,0.01
2025-01-25,English (American),WS,produces,19,into,0.01
2025-01-25,English (American),WS,produces,20,into,0.02
2025-01-25,English (American),WS,produces,21,into,0.02
2025-01-25,English (American),WS,produces,22,into,0.05
2025-01-25,English (American),WS,produces,23,into,0.08
2025-01-25,English (American),WS,produces,24,into,0.08
2025-01-25,English (American),WS,produces,25,into,0.11
2025-01-25,English (American),WS,produces,26,into,0.13
2025-01-25,English (American),WS,produces,27,into,0.19
2025-01-25,English (American),WS,produces,28,into,0.23
2025-01-25,English (American),WS,produces,29,into,0.3
2025-01-25,English (American),WS,produces,30,into,0.41
2025-01-25,English (American),WS,produces,16,inside/in,0.05
2025-01-25,English (American),WS,produces,17,inside/in,0.07
2025-01-25,English (American),WS,produces,18,inside/in,0.13
2025-01-25,English (American),WS,produces,19,inside/in,0.23
2025-01-25,English (American),WS,produces,20,inside/in,0.26
2025-01-25,English (American),WS,produces,21,inside/in,0.26
2025-01-25,English (American),WS,produces,22,inside/in,0.41
2025-01-25,English (American),WS,produces,23,inside/in,0.49
2025-01-25,English (American),WS,produces,24,inside/in,0.52
2025-01-25,English (American),WS,produces,25,inside/in,0.55
2025-01-25,English (American),WS,produces,26,inside/in,0.61
2025-01-25,English (American),WS,produces,27,inside/in,0.62
2025-01-25,English (American),WS,produces,28,inside/in,0.68
2025-01-25,English (American),WS,produces,29,inside/in,0.74
2025-01-25,English (American),WS,produces,30,inside/in,0.81
2025-01-25,English (American),WS,produces,16,it,0.02
2025-01-25,English (American),WS,produces,17,it,0.05
2025-01-25,English (American),WS,produces,18,it,0.07
2025-01-25,English (American),WS,produces,19,it,0.13
2025-01-25,English (American),WS,produces,20,it,0.15
2025-01-25,English (American),WS,produces,21,it,0.17
2025-01-25,English (American),WS,produces,22,it,0.26
2025-01-25,English (American),WS,produces,23,it,0.3
2025-01-25,English (American),WS,produces,24,it,0.3
2025-01-25,English (American),WS,produces,25,it,0.4
2025-01-25,English (American),WS,produces,26,it,0.4
2025-01-25,English (American),WS,produces,27,it,0.47
2025-01-25,English (American),WS,produces,28,it,0.53
2025-01-25,English (American),WS,produces,29,it,0.61
2025-01-25,English (American),WS,produces,30,it,0.66
2025-01-25,English (American),WS,produces,16,my,0.06
2025-01-25,English (American),WS,produces,17,my,0.06
2025-01-25,English (American),WS,produces,18,my,0.08
2025-01-25,English (American),WS,produces,19,my,0.2
2025-01-25,English (American),WS,produces,20,my,0.22
2025-01-25,English (American),WS,produces,21,my,0.24
2025-01-25,English (American),WS,produces,22,my,0.3
2025-01-25,English (American),WS,produces,23,my,0.39
2025-01-25,English (American),WS,produces,24,my,0.45
2025-01-25,English (American),WS,produces,25,my,0.55
2025-01-25,English (American),WS,produces,26,my,0.57
2025-01-25,English (American),WS,produces,27,my,0.58
2025-01-25,English (American),WS,produces,28,my,0.66
2025-01-25,English (American),WS,produces,29,my,0.75
2025-01-25,English (American),WS,produces,30,my,0.77
2025-01-25,English (American),WS,produces,16,myself,0
2025-01-25,English (American),WS,produces,17,myself,0.01
2025-01-25,English (American),WS,produces,18,myself,0.01
2025-01-25,English (American),WS,produces,19,myself,0.02
2025-01-25,English (American),WS,produces,20,myself,0.01
2025-01-25,English (American),WS,produces,21,myself,0.03
2025-01-25,English (American),WS,produces,22,myself,0.05
2025-01-25,English (American),WS,produces,23,myself,0.12
2025-01-25,English (American),WS,produces,24,myself,0.13
2025-01-25,English (American),WS,produces,25,myself,0.17
2025-01-25,English (American),WS,produces,26,myself,0.19
2025-01-25,English (American),WS,produces,27,myself,0.22
2025-01-25,English (American),WS,produces,28,myself,0.3
2025-01-25,English (American),WS,produces,29,myself,0.34
2025-01-25,English (American),WS,produces,30,myself,0.46
2025-01-25,English (American),WS,produces,16,no,0.56
2025-01-25,English (American),WS,produces,17,no,0.67
2025-01-25,English (American),WS,produces,18,no,0.74
2025-01-25,English (American),WS,produces,19,no,0.81
2025-01-25,English (American),WS,produces,20,no,0.82
2025-01-25,English (American),WS,produces,21,no,0.86
2025-01-25,English (American),WS,produces,22,no,0.9
2025-01-25,English (American),WS,produces,23,no,0.88
2025-01-25,English (American),WS,produces,24,no,0.93
2025-01-25,English (American),WS,produces,25,no,0.93
2025-01-25,English (American),WS,produces,26,no,0.93
2025-01-25,English (American),WS,produces,27,no,0.95
2025-01-25,English (American),WS,produces,28,no,0.93
2025-01-25,English (American),WS,produces,29,no,0.95
2025-01-25,English (American),WS,produces,30,no,0.97
2025-01-25,English (American),WS,produces,16,none,0.01
2025-01-25,English (American),WS,produces,17,none,0.02
2025-01-25,English (American),WS,produces,18,none,0.03
2025-01-25,English (American),WS,produces,19,none,0.05
2025-01-25,English (American),WS,produces,20,none,0.06
2025-01-25,English (American),WS,produces,21,none,0.08
2025-01-25,English (American),WS,produces,22,none,0.08
2025-01-25,English (American),WS,produces,23,none,0.16
2025-01-25,English (American),WS,produces,24,none,0.15
2025-01-25,English (American),WS,produces,25,none,0.18
2025-01-25,English (American),WS,produces,26,none,0.21
2025-01-25,English (American),WS,produces,27,none,0.26
2025-01-25,English (American),WS,produces,28,none,0.32
2025-01-25,English (American),WS,produces,29,none,0.37
2025-01-25,English (American),WS,produces,30,none,0.44
2025-01-25,English (American),WS,produces,16,not,0.01
2025-01-25,English (American),WS,produces,17,not,0.01
2025-01-25,English (American),WS,produces,18,not,0.03
2025-01-25,English (American),WS,produces,19,not,0.05
2025-01-25,English (American),WS,produces,20,not,0.06
2025-01-25,English (American),WS,produces,21,not,0.12
2025-01-25,English (American),WS,produces,22,not,0.12
2025-01-25,English (American),WS,produces,23,not,0.19
2025-01-25,English (American),WS,produces,24,not,0.23
2025-01-25,English (American),WS,produces,25,not,0.29
2025-01-25,English (American),WS,produces,26,not,0.34
2025-01-25,English (American),WS,produces,27,not,0.41
2025-01-25,English (American),WS,produces,28,not,0.47
2025-01-25,English (American),WS,produces,29,not,0.57
2025-01-25,English (American),WS,produces,30,not,0.58
2025-01-25,English (American),WS,produces,16,of,0
2025-01-25,English (American),WS,produces,17,of,0.01
2025-01-25,English (American),WS,produces,18,of,0
2025-01-25,English (American),WS,produces,19,of,0.04
2025-01-25,English (American),WS,produces,20,of,0.01
2025-01-25,English (American),WS,produces,21,of,0.02
2025-01-25,English (American),WS,produces,22,of,0.03
2025-01-25,English (American),WS,produces,23,of,0.07
2025-01-25,English (American),WS,produces,24,of,0.09
2025-01-25,English (American),WS,produces,25,of,0.1
2025-01-25,English (American),WS,produces,26,of,0.14
2025-01-25,English (American),WS,produces,27,of,0.2
2025-01-25,English (American),WS,produces,28,of,0.25
2025-01-25,English (American),WS,produces,29,of,0.3
2025-01-25,English (American),WS,produces,30,of,0.34
2025-01-25,English (American),WS,produces,16,on,0.12
2025-01-25,English (American),WS,produces,17,on,0.15
2025-01-25,English (American),WS,produces,18,on,0.21
2025-01-25,English (American),WS,produces,19,on,0.31
2025-01-25,English (American),WS,produces,20,on,0.33
2025-01-25,English (American),WS,produces,21,on,0.43
2025-01-25,English (American),WS,produces,22,on,0.52
2025-01-25,English (American),WS,produces,23,on,0.59
2025-01-25,English (American),WS,produces,24,on,0.62
2025-01-25,English (American),WS,produces,25,on,0.68
2025-01-25,English (American),WS,produces,26,on,0.71
2025-01-25,English (American),WS,produces,27,on,0.75
2025-01-25,English (American),WS,produces,28,on,0.77
2025-01-25,English (American),WS,produces,29,on,0.82
2025-01-25,English (American),WS,produces,30,on,0.87
2025-01-25,English (American),WS,produces,16,other,0
2025-01-25,English (American),WS,produces,17,other,0.01
2025-01-25,English (American),WS,produces,18,other,0.02
2025-01-25,English (American),WS,produces,19,other,0.04
2025-01-25,English (American),WS,produces,20,other,0.03
2025-01-25,English (American),WS,produces,21,other,0.08
2025-01-25,English (American),WS,produces,22,other,0.1
2025-01-25,English (American),WS,produces,23,other,0.2
2025-01-25,English (American),WS,produces,24,other,0.17
2025-01-25,English (American),WS,produces,25,other,0.26
2025-01-25,English (American),WS,produces,26,other,0.27
2025-01-25,English (American),WS,produces,27,other,0.32
2025-01-25,English (American),WS,produces,28,other,0.36
2025-01-25,English (American),WS,produces,29,other,0.44
2025-01-25,English (American),WS,produces,30,other,0.48
2025-01-25,English (American),WS,produces,16,would,0
2025-01-25,English (American),WS,produces,17,would,0
2025-01-25,English (American),WS,produces,18,would,0
2025-01-25,English (American),WS,produces,19,would,0.01
2025-01-25,English (American),WS,produces,20,would,0.02
2025-01-25,English (American),WS,produces,21,would,0.01
2025-01-25,English (American),WS,produces,22,would,0.03
2025-01-25,English (American),WS,produces,23,would,0.03
2025-01-25,English (American),WS,produces,24,would,0.03
2025-01-25,English (American),WS,produces,25,would,0.07
2025-01-25,English (American),WS,produces,26,would,0.07
2025-01-25,English (American),WS,produces,27,would,0.12
2025-01-25,English (American),WS,produces,28,would,0.14
2025-01-25,English (American),WS,produces,29,would,0.18
2025-01-25,English (American),WS,produces,30,would,0.26
2025-01-25,English (American),WS,produces,16,why,0.02
2025-01-25,English (American),WS,produces,17,why,0.05
2025-01-25,English (American),WS,produces,18,why,0.07
2025-01-25,English (American),WS,produces,19,why,0.11
2025-01-25,English (American),WS,produces,20,why,0.13
2025-01-25,English (American),WS,produces,21,why,0.14
2025-01-25,English (American),WS,produces,22,why,0.18
2025-01-25,English (American),WS,produces,23,why,0.29
2025-01-25,English (American),WS,produces,24,why,0.26
2025-01-25,English (American),WS,produces,25,why,0.33
2025-01-25,English (American),WS,produces,26,why,0.39
2025-01-25,English (American),WS,produces,27,why,0.5
2025-01-25,English (American),WS,produces,28,why,0.5
2025-01-25,English (American),WS,produces,29,why,0.62
2025-01-25,English (American),WS,produces,30,why,0.63
2025-01-25,English (American),WS,produces,16,who,0.03
2025-01-25,English (American),WS,produces,17,who,0.03
2025-01-25,English (American),WS,produces,18,who,0.04
2025-01-25,English (American),WS,produces,19,who,0.05
2025-01-25,English (American),WS,produces,20,who,0.1
2025-01-25,English (American),WS,produces,21,who,0.1
2025-01-25,English (American),WS,produces,22,who,0.15
2025-01-25,English (American),WS,produces,23,who,0.2
2025-01-25,English (American),WS,produces,24,who,0.23
2025-01-25,English (American),WS,produces,25,who,0.28
2025-01-25,English (American),WS,produces,26,who,0.29
2025-01-25,English (American),WS,produces,27,who,0.44
2025-01-25,English (American),WS,produces,28,who,0.45
2025-01-25,English (American),WS,produces,29,who,0.51
2025-01-25,English (American),WS,produces,30,who,0.64
2025-01-25,English (American),WS,produces,16,which,0
2025-01-25,English (American),WS,produces,17,which,0.01
2025-01-25,English (American),WS,produces,18,which,0.02
2025-01-25,English (American),WS,produces,19,which,0.01
2025-01-25,English (American),WS,produces,20,which,0.02
2025-01-25,English (American),WS,produces,21,which,0.02
2025-01-25,English (American),WS,produces,22,which,0.02
2025-01-25,English (American),WS,produces,23,which,0.04
2025-01-25,English (American),WS,produces,24,which,0.05
2025-01-25,English (American),WS,produces,25,which,0.08
2025-01-25,English (American),WS,produces,26,which,0.08
2025-01-25,English (American),WS,produces,27,which,0.13
2025-01-25,English (American),WS,produces,28,which,0.14
2025-01-25,English (American),WS,produces,29,which,0.26
2025-01-25,English (American),WS,produces,30,which,0.28
2025-01-25,English (American),WS,produces,16,where,0.04
2025-01-25,English (American),WS,produces,17,where,0.06
2025-01-25,English (American),WS,produces,18,where,0.09
2025-01-25,English (American),WS,produces,19,where,0.11
2025-01-25,English (American),WS,produces,20,where,0.15
2025-01-25,English (American),WS,produces,21,where,0.19
2025-01-25,English (American),WS,produces,22,where,0.27
2025-01-25,English (American),WS,produces,23,where,0.41
2025-01-25,English (American),WS,produces,24,where,0.43
2025-01-25,English (American),WS,produces,25,where,0.49
2025-01-25,English (American),WS,produces,26,where,0.5
2025-01-25,English (American),WS,produces,27,where,0.61
2025-01-25,English (American),WS,produces,28,where,0.64
2025-01-25,English (American),WS,produces,29,where,0.71
2025-01-25,English (American),WS,produces,30,where,0.78
2025-01-25,English (American),WS,produces,16,what,0.11
2025-01-25,English (American),WS,produces,17,what,0.13
2025-01-25,English (American),WS,produces,18,what,0.16
2025-01-25,English (American),WS,produces,19,what,0.22
2025-01-25,English (American),WS,produces,20,what,0.25
2025-01-25,English (American),WS,produces,21,what,0.26
2025-01-25,English (American),WS,produces,22,what,0.38
2025-01-25,English (American),WS,produces,23,what,0.46
2025-01-25,English (American),WS,produces,24,what,0.49
2025-01-25,English (American),WS,produces,25,what,0.56
2025-01-25,English (American),WS,produces,26,what,0.57
2025-01-25,English (American),WS,produces,27,what,0.71
2025-01-25,English (American),WS,produces,28,what,0.72
2025-01-25,English (American),WS,produces,29,what,0.76
2025-01-25,English (American),WS,produces,30,what,0.8
2025-01-25,English (American),WS,produces,16,were,0
2025-01-25,English (American),WS,produces,17,were,0.01
2025-01-25,English (American),WS,produces,18,were,0.01
2025-01-25,English (American),WS,produces,19,were,0.01
2025-01-25,English (American),WS,produces,20,were,0.01
2025-01-25,English (American),WS,produces,21,were,0.02
2025-01-25,English (American),WS,produces,22,were,0.02
2025-01-25,English (American),WS,produces,23,were,0.05
2025-01-25,English (American),WS,produces,24,were,0.04
2025-01-25,English (American),WS,produces,25,were,0.07
2025-01-25,English (American),WS,produces,26,were,0.11
2025-01-25,English (American),WS,produces,27,were,0.14
2025-01-25,English (American),WS,produces,28,were,0.19
2025-01-25,English (American),WS,produces,29,were,0.22
2025-01-25,English (American),WS,produces,30,were,0.29
2025-01-25,English (American),WS,produces,16,we,0
2025-01-25,English (American),WS,produces,17,we,0.02
2025-01-25,English (American),WS,produces,18,we,0.01
2025-01-25,English (American),WS,produces,19,we,0.03
2025-01-25,English (American),WS,produces,20,we,0.04
2025-01-25,English (American),WS,produces,21,we,0.05
2025-01-25,English (American),WS,produces,22,we,0.1
2025-01-25,English (American),WS,produces,23,we,0.11
2025-01-25,English (American),WS,produces,24,we,0.14
2025-01-25,English (American),WS,produces,25,we,0.19
2025-01-25,English (American),WS,produces,26,we,0.2
2025-01-25,English (American),WS,produces,27,we,0.34
2025-01-25,English (American),WS,produces,28,we,0.31
2025-01-25,English (American),WS,produces,29,we,0.43
2025-01-25,English (American),WS,produces,30,we,0.51
2025-01-25,English (American),WS,produces,16,was,0
2025-01-25,English (American),WS,produces,17,was,0.01
2025-01-25,English (American),WS,produces,18,was,0
2025-01-25,English (American),WS,produces,19,was,0.03
2025-01-25,English (American),WS,produces,20,was,0.01
2025-01-25,English (American),WS,produces,21,was,0.03
2025-01-25,English (American),WS,produces,22,was,0.06
2025-01-25,English (American),WS,produces,23,was,0.09
2025-01-25,English (American),WS,produces,24,was,0.09
2025-01-25,English (American),WS,produces,25,was,0.11
2025-01-25,English (American),WS,produces,26,was,0.15
2025-01-25,English (American),WS,produces,27,was,0.22
2025-01-25,English (American),WS,produces,28,was,0.28
2025-01-25,English (American),WS,produces,29,was,0.36
2025-01-25,English (American),WS,produces,30,was,0.42
2025-01-25,English (American),WS,produces,16,up,0.28
2025-01-25,English (American),WS,produces,17,up,0.35
2025-01-25,English (American),WS,produces,18,up,0.43
2025-01-25,English (American),WS,produces,19,up,0.56
2025-01-25,English (American),WS,produces,20,up,0.51
2025-01-25,English (American),WS,produces,21,up,0.58
2025-01-25,English (American),WS,produces,22,up,0.65
2025-01-25,English (American),WS,produces,23,up,0.71
2025-01-25,English (American),WS,produces,24,up,0.7
2025-01-25,English (American),WS,produces,25,up,0.76
2025-01-25,English (American),WS,produces,26,up,0.75
2025-01-25,English (American),WS,produces,27,up,0.75
2025-01-25,English (American),WS,produces,28,up,0.82
2025-01-25,English (American),WS,produces,29,up,0.84
2025-01-25,English (American),WS,produces,30,up,0.87
2025-01-25,English (American),WS,produces,16,under,0.01
2025-01-25,English (American),WS,produces,17,under,0.02
2025-01-25,English (American),WS,produces,18,under,0.03
2025-01-25,English (American),WS,produces,19,under,0.07
2025-01-25,English (American),WS,produces,20,under,0.1
2025-01-25,English (American),WS,produces,21,under,0.13
2025-01-25,English (American),WS,produces,22,under,0.15
2025-01-25,English (American),WS,produces,23,under,0.3
2025-01-25,English (American),WS,produces,24,under,0.3
2025-01-25,English (American),WS,produces,25,under,0.4
2025-01-25,English (American),WS,produces,26,under,0.42
2025-01-25,English (American),WS,produces,27,under,0.48
2025-01-25,English (American),WS,produces,28,under,0.53
2025-01-25,English (American),WS,produces,29,under,0.65
2025-01-25,English (American),WS,produces,30,under,0.73
2025-01-25,English (American),WS,produces,16,too,0.01
2025-01-25,English (American),WS,produces,17,too,0.03
2025-01-25,English (American),WS,produces,18,too,0.06
2025-01-25,English (American),WS,produces,19,too,0.09
2025-01-25,English (American),WS,produces,20,too,0.11
2025-01-25,English (American),WS,produces,21,too,0.17
2025-01-25,English (American),WS,produces,22,too,0.26
2025-01-25,English (American),WS,produces,23,too,0.3
2025-01-25,English (American),WS,produces,24,too,0.38
2025-01-25,English (American),WS,produces,25,too,0.42
2025-01-25,English (American),WS,produces,26,too,0.49
2025-01-25,English (American),WS,produces,27,too,0.52
2025-01-25,English (American),WS,produces,28,too,0.56
2025-01-25,English (American),WS,produces,29,too,0.65
2025-01-25,English (American),WS,produces,30,too,0.72
2025-01-25,English (American),WS,produces,16,to,0.01
2025-01-25,English (American),WS,produces,17,to,0.02
2025-01-25,English (American),WS,produces,18,to,0.02
2025-01-25,English (American),WS,produces,19,to,0.06
2025-01-25,English (American),WS,produces,20,to,0.06
2025-01-25,English (American),WS,produces,21,to,0.1
2025-01-25,English (American),WS,produces,22,to,0.13
2025-01-25,English (American),WS,produces,23,to,0.24
2025-01-25,English (American),WS,produces,24,to,0.24
2025-01-25,English (American),WS,produces,25,to,0.31
2025-01-25,English (American),WS,produces,26,to,0.36
2025-01-25,English (American),WS,produces,27,to,0.44
2025-01-25,English (American),WS,produces,28,to,0.47
2025-01-25,English (American),WS,produces,29,to,0.57
2025-01-25,English (American),WS,produces,30,to,0.61
2025-01-25,English (American),WS,produces,16,this,0.12
2025-01-25,English (American),WS,produces,17,this,0.13
2025-01-25,English (American),WS,produces,18,this,0.15
2025-01-25,English (American),WS,produces,19,this,0.2
2025-01-25,English (American),WS,produces,20,this,0.22
2025-01-25,English (American),WS,produces,21,this,0.21
2025-01-25,English (American),WS,produces,22,this,0.3
2025-01-25,English (American),WS,produces,23,this,0.35
2025-01-25,English (American),WS,produces,24,this,0.4
2025-01-25,English (American),WS,produces,25,this,0.47
2025-01-25,English (American),WS,produces,26,this,0.52
2025-01-25,English (American),WS,produces,27,this,0.52
2025-01-25,English (American),WS,produces,28,this,0.56
2025-01-25,English (American),WS,produces,29,this,0.61
2025-01-25,English (American),WS,produces,30,this,0.69
2025-01-25,English (American),WS,produces,16,there,0.02
2025-01-25,English (American),WS,produces,17,there,0.04
2025-01-25,English (American),WS,produces,18,there,0.08
2025-01-25,English (American),WS,produces,19,there,0.11
2025-01-25,English (American),WS,produces,20,there,0.15
2025-01-25,English (American),WS,produces,21,there,0.22
2025-01-25,English (American),WS,produces,22,there,0.22
2025-01-25,English (American),WS,produces,23,there,0.38
2025-01-25,English (American),WS,produces,24,there,0.4
2025-01-25,English (American),WS,produces,25,there,0.46
2025-01-25,English (American),WS,produces,26,there,0.49
2025-01-25,English (American),WS,produces,27,there,0.6
2025-01-25,English (American),WS,produces,28,there,0.6
2025-01-25,English (American),WS,produces,29,there,0.68
2025-01-25,English (American),WS,produces,30,there,0.73
2025-01-25,English (American),WS,produces,16,the,0.02
2025-01-25,English (American),WS,produces,17,the,0.02
2025-01-25,English (American),WS,produces,18,the,0.03
2025-01-25,English (American),WS,produces,19,the,0.09
2025-01-25,English (American),WS,produces,20,the,0.09
2025-01-25,English (American),WS,produces,21,the,0.11
2025-01-25,English (American),WS,produces,22,the,0.18
2025-01-25,English (American),WS,produces,23,the,0.22
2025-01-25,English (American),WS,produces,24,the,0.26
2025-01-25,English (American),WS,produces,25,the,0.29
2025-01-25,English (American),WS,produces,26,the,0.37
2025-01-25,English (American),WS,produces,27,the,0.44
2025-01-25,English (American),WS,produces,28,the,0.49
2025-01-25,English (American),WS,produces,29,the,0.53
2025-01-25,English (American),WS,produces,30,the,0.64
2025-01-25,English (American),WS,produces,16,that,0.13
2025-01-25,English (American),WS,produces,17,that,0.16
2025-01-25,English (American),WS,produces,18,that,0.14
2025-01-25,English (American),WS,produces,19,that,0.21
2025-01-25,English (American),WS,produces,20,that,0.25
2025-01-25,English (American),WS,produces,21,that,0.25
2025-01-25,English (American),WS,produces,22,that,0.34
2025-01-25,English (American),WS,produces,23,that,0.41
2025-01-25,English (American),WS,produces,24,that,0.42
2025-01-25,English (American),WS,produces,25,that,0.51
2025-01-25,English (American),WS,produces,26,that,0.53
2025-01-25,English (American),WS,produces,27,that,0.58
2025-01-25,English (American),WS,produces,28,that,0.63
2025-01-25,English (American),WS,produces,29,that,0.67
2025-01-25,English (American),WS,produces,30,that,0.71
2025-01-25,English (American),WS,produces,16,their,0
2025-01-25,English (American),WS,produces,17,their,0.01
2025-01-25,English (American),WS,produces,18,their,0
2025-01-25,English (American),WS,produces,19,their,0.01
2025-01-25,English (American),WS,produces,20,their,0.02
2025-01-25,English (American),WS,produces,21,their,0.02
2025-01-25,English (American),WS,produces,22,their,0.03
2025-01-25,English (American),WS,produces,23,their,0.06
2025-01-25,English (American),WS,produces,24,their,0.05
2025-01-25,English (American),WS,produces,25,their,0.08
2025-01-25,English (American),WS,produces,26,their,0.11
2025-01-25,English (American),WS,produces,27,their,0.17
2025-01-25,English (American),WS,produces,28,their,0.18
2025-01-25,English (American),WS,produces,29,their,0.28
2025-01-25,English (American),WS,produces,30,their,0.29
2025-01-25,English (American),WS,produces,16,these,0.02
